DATE|SYMBOL|SHORT VOLUME|TOTAL VOLUME|MARKET
20210120|A|2249|12508|B
20210120|AA|8800|20195|B
20210120|AAAU|2066|3066|B
20210120|AACQ|200|200|B
20210120|AACQU|0|772|B
20210120|AACQW|200|1000|B
20210120|AAIC|500|600|B
20210120|AAL|88326|200303|B
20210120|AAN|3000|5571|B
20210120|AAOI|900|1600|B
20210120|AAON|200|200|B
20210120|AAP|1789|2089|B
20210120|AAPL|102284|310188|B
20210120|AAT|200|500|B
20210120|AAU|13856|15540|B
20210120|AAWW|800|1600|B
20210120|AAXJ|14699|17632|B
20210120|AAXN|2675|3990|B
20210120|AB|100|500|B
20210120|ABB|4077|8377|B
20210120|ABBV|6560|7965|B
20210120|ABC|3974|6174|B
20210120|ABCB|926|1026|B
20210120|ABCL|600|1100|B
20210120|ABCM|400|594|B
20210120|ABEO|14260|19260|B
20210120|ABEQ|200|300|B
20210120|ABEV|50304|100656|B
20210120|ABG|1200|1800|B
20210120|ABIO|600|800|B
20210120|ABM|1300|1400|B
20210120|ABMD|1152|1352|B
20210120|ABNB|13125|20442|B
20210120|ABR|1100|2338|B
20210120|ABST|0|300|B
20210120|ABT|8446|15315|B
20210120|ABTX|100|100|B
20210120|ABUS|2600|5785|B
20210120|ACA|1812|1812|B
20210120|ACAC|0|300|B
20210120|ACACU|472|472|B
20210120|ACAD|1800|4700|B
20210120|ACAM|3300|15234|B
20210120|ACAMW|6700|11800|B
20210120|ACB|6820|14866|B
20210120|ACBI|300|500|B
20210120|ACC|1905|5504|B
20210120|ACCD|5028|10368|B
20210120|ACCO|1100|4200|B
20210120|ACEL|200|300|B
20210120|ACER|1730|2430|B
20210120|ACET|700|700|B
20210120|ACEV|2466|13565|B
20210120|ACEVU|200|400|B
20210120|ACEVW|400|1150|B
20210120|ACGL|2500|3600|B
20210120|ACGLO|100|100|B
20210120|ACH|100|300|B
20210120|ACHC|400|700|B
20210120|ACHV|1100|1500|B
20210120|ACI|4586|9907|B
20210120|ACIA|400|2685|B
20210120|ACIC|0|400|B
20210120|ACIO|1000|1000|B
20210120|ACIU|520|1020|B
20210120|ACIW|5200|6100|B
20210120|ACKIU|0|100|B
20210120|ACLS|2487|4989|B
20210120|ACM|1200|2500|B
20210120|ACMR|1000|1500|B
20210120|ACN|4250|7035|B
20210120|ACND=|0|500|B
20210120|ACOR|700|2800|B
20210120|ACP|400|400|B
