Date,High,Low,Open,Close,Volume,Adj Close
2020-11-30,0.375,0.3610000014305115,0.3709999918937683,0.3700000047683716,1960900,0.3700000047683716
2020-12-01,0.39899998903274536,0.3630000054836273,0.3700000047683716,0.3889999985694885,3523300,0.3889999985694885
2020-12-02,0.38999998569488525,0.37400001287460327,0.3889999985694885,0.38600000739097595,1422400,0.38600000739097595
2020-12-03,0.4169999957084656,0.3709999918937683,0.3709999918937683,0.40400001406669617,3559000,0.40400001406669617
2020-12-04,0.46000000834465027,0.4099999964237213,0.4099999964237213,0.4300000071525574,6862600,0.4300000071525574
2020-12-07,0.45500001311302185,0.4009999930858612,0.4490000009536743,0.4009999930858612,6077600,0.4009999930858612
2020-12-08,0.42500001192092896,0.39100000262260437,0.41999998688697815,0.4000000059604645,3669400,0.4000000059604645
2020-12-09,0.42500001192092896,0.4000000059604645,0.4059999883174896,0.4099999964237213,2087100,0.4099999964237213
2020-12-10,0.42800000309944153,0.4000000059604645,0.4099999964237213,0.4180000126361847,1773700,0.4180000126361847
2020-12-11,0.4390000104904175,0.414000004529953,0.4300000071525574,0.42100000381469727,2161700,0.42100000381469727
2020-12-14,0.4300000071525574,0.41100001335144043,0.4230000078678131,0.41999998688697815,1371300,0.41999998688697815
2020-12-15,0.42500001192092896,0.41100001335144043,0.41999998688697815,0.4189999997615814,1406200,0.4189999997615814
2020-12-16,0.4300000071525574,0.4180000126361847,0.4180000126361847,0.42899999022483826,1530300,0.42899999022483826
2020-12-17,0.4320000112056732,0.4180000126361847,0.4320000112056732,0.42899999022483826,1452600,0.42899999022483826
2020-12-18,0.4300000071525574,0.4099999964237213,0.4180000126361847,0.4129999876022339,2479500,0.4129999876022339
2020-12-21,0.43299999833106995,0.3959999978542328,0.43299999833106995,0.4300000071525574,6127000,0.4300000071525574
2020-12-22,0.4300000071525574,0.40400001406669617,0.4300000071525574,0.4300000071525574,3077900,0.4300000071525574
2020-12-23,0.6700000166893005,0.42899999022483826,0.4300000071525574,0.6470000147819519,51002800,0.6470000147819519
2020-12-24,1.1699999570846558,0.8799999952316284,1.090000033378601,0.9100000262260437,143347300,0.9100000262260437
2020-12-28,1.0,0.800000011920929,0.8999999761581421,0.949999988079071,23079000,0.949999988079071
2020-12-29,0.9399999976158142,0.8100000023841858,0.9399999976158142,0.8679999709129333,8646600,0.8679999709129333
2020-12-30,0.9390000104904175,0.8299999833106995,0.8500000238418579,0.8899999856948853,6091200,0.8899999856948853
2020-12-31,0.8980000019073486,0.8299999833106995,0.8980000019073486,0.871999979019165,4340900,0.871999979019165
2021-01-04,0.9800000190734863,0.8399999737739563,0.8399999737739563,0.9300000071525574,9844900,0.9300000071525574
2021-01-05,1.2100000381469727,0.9300000071525574,0.9599999785423279,0.949999988079071,31283500,0.949999988079071
2021-01-06,1.0,0.8799999952316284,0.9850000143051147,0.8980000019073486,9545400,0.8980000019073486
2021-01-07,0.9399999976158142,0.8600000143051147,0.9200000166893005,0.8799999952316284,8125700,0.8799999952316284
2021-01-08,0.8989999890327454,0.8519999980926514,0.8989999890327454,0.8669999837875366,4760200,0.8669999837875366
2021-01-11,0.9200000166893005,0.8309999704360962,0.8799999952316284,0.8510000109672546,7146200,0.8510000109672546
2021-01-12,0.8889999985694885,0.8500000238418579,0.8889999985694885,0.8730000257492065,5572100,0.8730000257492065
2021-01-13,0.9649999737739563,0.875,0.8899999856948853,0.8899999856948853,10128200,0.8899999856948853
2021-01-14,1.2000000476837158,0.9100000262260437,0.949999988079071,1.2000000476837158,47464900,1.2000000476837158
2021-01-15,2.0399999618530273,1.5,1.840000033378601,1.5800000429153442,202640500,1.5800000429153442
2021-01-19,2.9800000190734863,1.4800000190734863,1.600000023841858,2.8499999046325684,409923700,2.8499999046325684
2021-01-20,3.9000000953674316,2.5899999141693115,3.3299999237060547,2.6700000762939453,212291600,2.6700000762939453
2021-01-21,2.799999952316284,2.200000047683716,2.490000009536743,2.4200000762939453,80666200,2.4200000762939453
2021-01-22,2.3499999046325684,2.130000114440918,2.2300000190734863,2.309999942779541,146377600,2.309999942779541
2021-01-25,2.9700000286102295,2.5,2.930000066757202,2.950000047683716,102514900,2.950000047683716
2021-01-26,3.1700000762939453,2.75,3.1500000953674316,2.8399999141693115,65402100,2.8399999141693115
2021-01-27,2.7200000286102295,2.2799999713897705,2.4100000858306885,2.509999990463257,60535600,2.509999990463257
2021-01-28,2.6500000953674316,2.3499999046325684,2.640000104904175,2.440000057220459,40266900,2.440000057220459
2021-01-29,2.6500000953674316,2.3399999141693115,2.440000057220459,2.369999885559082,37910100,2.369999885559082
2021-02-01,2.7899999618530273,2.380000114440918,2.549999952316284,2.690000057220459,51758500,2.690000057220459
2021-02-02,2.9000000953674316,2.6050000190734863,2.880000114440918,2.740000009536743,37810100,2.740000009536743
2021-02-03,2.799999952316284,2.6500000953674316,2.740000009536743,2.7300000190734863,26361200,2.7300000190734863
2021-02-04,2.759999990463257,2.619999885559082,2.75,2.6700000762939453,24103700,2.6700000762939453
2021-02-05,3.2699999809265137,2.7699999809265137,2.7899999618530273,3.0299999713897705,94023200,3.0299999713897705
2021-02-08,3.819999933242798,3.359999895095825,3.5299999713897705,3.7200000286102295,93099100,3.7200000286102295
2021-02-09,4.25,3.809999942779541,4.090000152587891,3.9000000953674316,78192200,3.9000000953674316
2021-02-10,4.110000133514404,3.5,4.059999942779541,3.819999933242798,69306300,3.819999933242798
2021-02-11,3.950000047683716,3.5999999046325684,3.940000057220459,3.809999942779541,33544700,3.809999942779541
2021-02-12,4.349999904632568,3.619999885559082,3.7699999809265137,4.159999847412109,65054600,4.159999847412109
