Date,High,Low,Open,Close,Volume,Adj Close
2020-11-30,2.319999933242798,2.200000047683716,2.2899999618530273,2.309999942779541,2853600,2.309999942779541
2020-12-01,2.5,2.2799999713897705,2.319999933242798,2.450000047683716,4879400,2.450000047683716
2020-12-02,2.450000047683716,2.299999952316284,2.430000066757202,2.390000104904175,3586300,2.390000104904175
2020-12-03,2.4200000762939453,2.369999885559082,2.390000104904175,2.380000114440918,1880600,2.380000114440918
2020-12-04,2.700000047683716,2.380000114440918,2.4100000858306885,2.680000066757202,8669900,2.680000066757202
2020-12-07,2.7899999618530273,2.4800000190734863,2.7799999713897705,2.690000057220459,9417000,2.690000057220459
2020-12-08,2.7699999809265137,2.559999942779541,2.7699999809265137,2.6500000953674316,4450700,2.6500000953674316
2020-12-09,2.700000047683716,2.5199999809265137,2.700000047683716,2.630000114440918,4174600,2.630000114440918
2020-12-10,2.7300000190734863,2.569999933242798,2.5999999046325684,2.700000047683716,3105200,2.700000047683716
2020-12-11,2.8499999046325684,2.630000114440918,2.7200000286102295,2.819999933242798,5291100,2.819999933242798
2020-12-14,3.2799999713897705,2.880000114440918,3.0299999713897705,3.130000114440918,14045400,3.130000114440918
2020-12-15,4.210000038146973,3.1500000953674316,3.2200000286102295,4.210000038146973,45141300,4.210000038146973
2020-12-16,4.110000133514404,3.680000066757202,3.880000114440918,4.010000228881836,13580400,4.010000228881836
2020-12-17,5.25,3.9000000953674316,3.9800000190734863,4.989999771118164,34564400,4.989999771118164
2020-12-18,5.829999923706055,4.869999885559082,5.289999961853027,5.050000190734863,39723700,5.050000190734863
2020-12-21,5.78000020980835,4.800000190734863,4.920000076293945,5.769999980926514,24562500,5.769999980926514
2020-12-22,9.739999771118164,6.25,6.539999961853027,9.270000457763672,158981900,9.270000457763672
2020-12-23,8.399999618530273,6.539999961853027,8.350000381469727,6.650000095367432,59658900,6.650000095367432
2020-12-24,7.070000171661377,5.900000095367432,7.019999980926514,6.550000190734863,20711000,6.550000190734863
2020-12-28,7.659999847412109,6.510000228881836,6.820000171661377,6.710000038146973,31389100,6.710000038146973
2020-12-29,6.710000038146973,5.880000114440918,6.599999904632568,6.320000171661377,15701400,6.320000171661377
2020-12-30,6.630000114440918,5.96999979019165,6.010000228881836,6.179999828338623,14591000,6.179999828338623
2020-12-31,6.199999809265137,5.070000171661377,6.139999866485596,5.380000114440918,20429000,5.380000114440918
2021-01-04,6.059999942779541,5.110000133514404,5.5,5.210000038146973,13473800,5.210000038146973
2021-01-05,5.599999904632568,4.860000133514404,4.940000057220459,5.519999980926514,19221100,5.519999980926514
2021-01-06,5.75,5.059999942779541,5.539999961853027,5.230000019073486,19778900,5.230000019073486
2021-01-07,6.309999942779541,5.380000114440918,5.400000095367432,5.909999847412109,20313300,5.909999847412109
2021-01-08,6.239999771118164,5.650000095367432,6.159999847412109,5.900000095367432,11289900,5.900000095367432
2021-01-11,6.289999961853027,5.78000020980835,5.829999923706055,5.849999904632568,9883700,5.849999904632568
2021-01-12,5.96999979019165,5.480000019073486,5.889999866485596,5.599999904632568,8302600,5.599999904632568
2021-01-13,6.980000019073486,5.369999885559082,5.590000152587891,6.550000190734863,29358000,6.550000190734863
2021-01-14,7.0,6.059999942779541,6.559999942779541,6.599999904632568,26727400,6.599999904632568
2021-01-15,7.480000019073486,6.460000038146973,6.590000152587891,6.610000133514404,22267400,6.610000133514404
2021-01-19,7.179999828338623,6.510000228881836,6.900000095367432,7.050000190734863,12545900,7.050000190734863
2021-01-20,7.449999809265137,6.619999885559082,7.070000171661377,6.869999885559082,11041300,6.869999885559082
2021-01-21,6.889999866485596,6.28000020980835,6.889999866485596,6.789999961853027,7615300,6.789999961853027
2021-01-22,6.820000171661377,6.539999961853027,6.639999866485596,6.760000228881836,5899000,6.760000228881836
2021-01-25,7.610000133514404,6.659999847412109,6.800000190734863,7.25,14233200,7.25
2021-01-26,8.479999542236328,7.210000038146973,7.329999923706055,8.140000343322754,23376900,8.140000343322754
2021-01-27,8.40999984741211,7.300000190734863,7.710000038146973,7.429999828338623,14663100,7.429999828338623
2021-01-28,8.09000015258789,7.110000133514404,7.909999847412109,7.239999771118164,11122700,7.239999771118164
2021-01-29,7.449999809265137,6.820000171661377,7.289999961853027,7.110000133514404,8675600,7.110000133514404
2021-02-01,7.579999923706055,6.849999904632568,7.309999942779541,7.369999885559082,10596300,7.369999885559082
2021-02-02,8.130000114440918,7.099999904632568,7.440000057220459,7.630000114440918,13461000,7.630000114440918
2021-02-03,9.84000015258789,8.0,8.050000190734863,9.260000228881836,33647000,9.260000228881836
2021-02-04,10.880000114440918,8.819999694824219,9.149999618530273,10.329999923706055,24668700,10.329999923706055
2021-02-05,12.399999618530273,9.829999923706055,10.5,11.539999961853027,26960500,11.539999961853027
2021-02-08,15.529999732971191,12.180000305175781,12.539999961853027,14.720000267028809,29250300,14.720000267028809
2021-02-09,16.190000534057617,14.0600004196167,14.0600004196167,14.899999618530273,16121900,14.899999618530273
2021-02-10,15.649999618530273,13.079999923706055,15.3100004196167,14.0,17372700,14.0
2021-02-11,21.75,17.0,19.68000030517578,18.309999465942383,43501500,18.309999465942383
2021-02-12,19.3799991607666,16.850000381469727,17.520000457763672,18.329999923706055,14529000,18.329999923706055
