DATE|SYMBOL|SHORT VOLUME|TOTAL VOLUME|MARKET
20201217|A|1482|2982|X
20201217|AA|7676|88140|X
20201217|AAAU|200|200|X
20201217|AACQ|2002|4727|X
20201217|AACQU|0|6015|X
20201217|AAL|193301|276816|X
20201217|AAN|2553|7053|X
20201217|AAOI|1300|1400|X
20201217|AAON|0|100|X
20201217|AAP|400|600|X
20201217|AAPL|315832|486903|X
20201217|AAT|100|100|X
20201217|AAU|500|500|X
20201217|AAWW|200|200|X
20201217|AAXJ|4150|6350|X
20201217|AAXN|810|1110|X
20201217|AB|200|200|X
20201217|ABB|4178|5578|X
20201217|ABBV|4000|6574|X
20201217|ABC|500|500|X
20201217|ABCB|300|400|X
20201217|ABCL|300|300|X
20201217|ABCM|0|2932|X
20201217|ABEO|9737|19037|X
20201217|ABEV|603679|647104|X
20201217|ABG|100|3115|X
20201217|ABIO|200|400|X
20201217|ABM|2699|6098|X
20201217|ABMD|300|6632|X
20201217|ABNB|15706|22053|X
20201217|ABR|1700|2100|X
20201217|ABST|0|100|X
20201217|ABT|200|1781|X
20201217|ABTX|100|100|X
20201217|ABUS|28863|44518|X
20201217|ACA|400|400|X
20201217|ACACU|0|1800|X
20201217|ACAD|3100|5722|X
20201217|ACAM|700|21073|X
20201217|ACB|27357|33357|X
20201217|ACBI|100|100|X
20201217|ACC|500|900|X
20201217|ACCD|6296|10095|X
20201217|ACCO|3600|4500|X
20201217|ACEL|1100|1100|X
20201217|ACER|0|100|X
20201217|ACET|100|100|X
20201217|ACGL|3300|6700|X
20201217|ACH|100|100|X
20201217|ACHC|3870|5988|X
20201217|ACHV|600|2100|X
20201217|ACI|10872|13840|X
20201217|ACIA|300|1500|X
20201217|ACIU|200|200|X
20201217|ACIW|500|2706|X
20201217|ACLS|100|100|X
20201217|ACM|4219|5019|X
20201217|ACMR|1300|7081|X
20201217|ACN|6226|11726|X
20201217|ACOR|1600|1600|X
20201217|ACRS|1700|2900|X
20201217|ACRX|3100|6900|X
20201217|ACST|1800|1800|X
20201217|ACTCW|400|700|X
20201217|ACTG|100|300|X
20201217|ACWI|60708|90597|X
20201217|ACWV|100|1500|X
20201217|ACWX|22137|24038|X
20201217|ACY|100|100|X
20201217|ADAP|2000|3527|X
20201217|ADBE|500|1812|X
20201217|ADC|700|808|X
20201217|ADCT|5125|9417|X
20201217|ADI|2135|2885|X
20201217|ADIL|900|1100|X
20201217|ADM|4017|4617|X
20201217|ADMA|4526|9601|X
20201217|ADME|100|100|X
20201217|ADMP|0|100|X
20201217|ADNT|1400|4720|X
20201217|ADOCW|2000|2000|X
20201217|ADP|900|1200|X
20201217|ADPT|2162|7635|X
20201217|ADS|4263|10513|X
20201217|ADSK|2200|3164|X
20201217|ADT|11428|19763|X
20201217|ADTN|100|300|X
20201217|ADTX|1600|2000|X
20201217|ADV|9203|17259|X
20201217|ADVM|500|700|X
20201217|ADVWW|300|2300|X
20201217|ADX|0|300|X
20201217|ADXS|1600|1800|X
20201217|AEE|1700|2500|X
20201217|AEFC|0|600|X
20201217|AEG|23744|23744|X
20201217|AEHL|200|200|X
20201217|AEIS|456|5125|X
20201217|AEL|2100|4600|X
20201217|AEM|2900|4500|X
20201217|AEMD|4300|4500|X
20201217|AENZ|3000|3200|X
20201217|AEO|11398|16798|X
20201217|AEP|3128|6200|X
20201217|AEPPZ|0|100|X
20201217|AER|1000|3200|X
20201217|AERI|200|400|X
20201217|AES|18022|60170|X
20201217|AESE|4440|4600|X
20201217|AEYE|500|600|X
20201217|AEZS|200|200|X
20201217|AFG|1567|1767|X
20201217|AFI|0|880|X
20201217|AFIB|100|100|X
20201217|AFIN|300|400|X
20201217|AFL|15504|16104|X
20201217|AFMD|500|4500|X
20201217|AG|8900|17922|X
20201217|AGCO|3900|5500|X
20201217|AGE|200|600|X
20201217|AGEN|32232|39532|X
20201217|AGG|43237|56090|X
20201217|AGI|12997|24407|X
20201217|AGIO|1200|1300|X
20201217|AGLE|100|200|X
20201217|AGNC|60335|73634|X
20201217|AGNCM|0|100|X
20201217|AGNCO|0|100|X
20201217|AGNCP|100|400|X
20201217|AGO|1444|2244|X
20201217|AGQ|1800|2100|X
20201217|AGR|1900|4700|X
20201217|AGRX|2500|5736|X
20201217|AGS|400|500|X
20201217|AGTC|100|500|X
20201217|AHACW|200|200|X
20201217|AHCO|1593|4093|X
20201217|AHH|300|400|X
20201217|AHPI|100|100|X
20201217|AHT|13803|29304|X
20201217|AI|6840|11061|X
20201217|AIG|3769|13169|X
20201217|AIKI|14138|14138|X
20201217|AIM|25445|39632|X
20201217|AIMC|885|1385|X
20201217|AIN|300|500|X
20201217|AINV|3700|3700|X
20201217|AIO|500|500|X
20201217|AIQ|0|100|X
20201217|AIR|300|300|X
20201217|AIRC|2309|5835|X
20201217|AIV|51303|86366|X
20201217|AIZ|500|706|X
20201217|AIZN|200|300|X
20201217|AJG|600|1000|X
20201217|AJRD|700|1700|X
20201217|AKAM|557|657|X
20201217|AKBA|10340|11840|X
20201217|AKER|200|200|X
20201217|AKR|600|600|X
20201217|AKRO|200|680|X
20201217|AKTS|5150|6050|X
20201217|AKU|100|100|X
20201217|AKUS|100|100|X
20201217|AL|1500|1800|X
20201217|ALB|1200|1800|X
20201217|ALBO|1788|7049|X
20201217|ALC|2500|2500|X
20201217|ALDX|400|500|X
20201217|ALE|100|300|X
20201217|ALEC|800|9433|X
20201217|ALEX|0|200|X
20201217|ALGM|1076|1376|X
20201217|ALGN|500|700|X
20201217|ALGS|300|800|X
20201217|ALGT|4372|7772|X
20201217|ALK|3417|4417|X
20201217|ALKS|1300|1900|X
20201217|ALL|700|1100|X
20201217|ALLE|300|500|X
20201217|ALLK|238|838|X
20201217|ALLO|1100|2600|X
20201217|ALLT|0|700|X
20201217|ALLY|10473|11773|X
20201217|ALNA|1750|3350|X
20201217|ALNY|0|100|X
20201217|ALPN|0|300|X
20201217|ALRM|200|300|X
20201217|ALSK|2660|3850|X
20201217|ALSN|1748|2648|X
20201217|ALT|1600|2400|X
20201217|ALTR|200|336|X
20201217|ALV|1033|1333|X
20201217|ALVR|1000|2100|X
20201217|ALXN|5705|18181|X
20201217|ALXO|200|300|X
20201217|AM|17171|25412|X
20201217|AMAT|7581|13678|X
20201217|AMBA|700|3200|X
20201217|AMBC|200|300|X
20201217|AMBO|400|500|X
20201217|AMC|12000|24896|X
20201217|AMCIW|2800|4400|X
20201217|AMCR|25581|30660|X
20201217|AMCX|4455|4455|X
20201217|AMD|201816|405771|X
20201217|AME|500|800|X
20201217|AMED|200|200|X
20201217|AMG|100|600|X
20201217|AMGN|600|1000|X
20201217|AMH|5800|23000|X
20201217|AMJ|9084|10984|X
20201217|AMK|0|100|X
20201217|AMKR|1500|11000|X
20201217|AMLP|6349|11549|X
20201217|AMN|200|670|X
20201217|AMP|400|1200|X
20201217|AMPE|10710|30132|X
20201217|AMPH|100|300|X
20201217|AMPY|1900|3600|X
20201217|AMRC|1208|2908|X
20201217|AMRH|353|353|X
20201217|AMRN|15142|27742|X
20201217|AMRS|24796|34119|X
20201217|AMRX|400|1000|X
20201217|AMSC|500|600|X
20201217|AMSF|100|1300|X
20201217|AMSWA|400|1000|X
20201217|AMT|800|3302|X
20201217|AMTI|300|500|X
20201217|AMTX|2367|2467|X
20201217|AMWL|6833|11769|X
20201217|AMX|11900|16100|X
20201217|AMZN|3000|5000|X
20201217|AN|500|1000|X
20201217|ANAB|200|200|X
20201217|ANCN|0|170|X
20201217|ANDAW|200|200|X
20201217|ANDE|0|100|X
20201217|ANET|210|310|X
