DATE|SYMBOL|SHORT VOLUME|TOTAL VOLUME|MARKET
20201215|A|1229|2929|X
20201215|AA|11000|23900|X
20201215|AAAU|16125|16125|X
20201215|AACQ|1400|4404|X
20201215|AACQW|0|600|X
20201215|AAL|185145|355692|X
20201215|AAN|1300|2400|X
20201215|AAOI|2400|2600|X
20201215|AAP|1500|1900|X
20201215|AAPL|450592|948767|X
20201215|AAT|200|200|X
20201215|AAU|900|900|X
20201215|AAWW|850|1450|X
20201215|AAXJ|6400|6900|X
20201215|AAXN|5092|5092|X
20201215|AB|100|300|X
20201215|ABB|1500|2100|X
20201215|ABBV|16175|27120|X
20201215|ABC|1800|2300|X
20201215|ABCB|200|200|X
20201215|ABCL|4700|10400|X
20201215|ABCM|200|300|X
20201215|ABEO|10341|15741|X
20201215|ABEV|299036|346682|X
20201215|ABG|100|800|X
20201215|ABIO|0|1100|X
20201215|ABM|100|500|X
20201215|ABMD|817|917|X
20201215|ABNB|7484|19652|X
20201215|ABR|1204|1704|X
20201215|ABST|100|100|X
20201215|ABT|1781|3881|X
20201215|ABUS|254858|307484|X
20201215|ACAD|2500|5500|X
20201215|ACAM|100|300|X
20201215|ACB|23732|35678|X
20201215|ACC|200|200|X
20201215|ACCD|1700|4256|X
20201215|ACCO|200|1900|X
20201215|ACEL|300|800|X
20201215|ACER|0|306|X
20201215|ACET|100|100|X
20201215|ACGL|9164|16064|X
20201215|ACHC|1300|2300|X
20201215|ACI|7865|9700|X
20201215|ACIA|200|500|X
20201215|ACIW|1000|1400|X
20201215|ACLS|200|900|X
20201215|ACM|2300|3353|X
20201215|ACMR|600|3118|X
20201215|ACN|2000|2700|X
20201215|ACND+|0|2100|X
20201215|ACOR|100|100|X
20201215|ACRE|500|600|X
20201215|ACRS|900|1200|X
20201215|ACRX|2200|5561|X
20201215|ACST|400|400|X
20201215|ACTCW|0|100|X
20201215|ACTG|516|1216|X
20201215|ACWI|27524|34375|X
20201215|ACWV|1200|1300|X
20201215|ACWX|19639|21492|X
20201215|ADAP|3500|8800|X
20201215|ADBE|1800|3085|X
20201215|ADC|200|300|X
20201215|ADCT|900|1100|X
20201215|ADES|100|100|X
20201215|ADI|1000|1300|X
20201215|ADIL|0|400|X
20201215|ADM|2800|4500|X
20201215|ADMA|4600|7950|X
20201215|ADMP|2400|5700|X
20201215|ADNT|1886|3686|X
20201215|ADOCW|900|900|X
20201215|ADP|411|411|X
20201215|ADPT|1369|1869|X
20201215|ADS|1400|4400|X
20201215|ADSK|1700|1800|X
20201215|ADT|8440|18740|X
20201215|ADTN|700|700|X
20201215|ADTX|1200|1500|X
20201215|ADV|1275|1375|X
20201215|ADVM|424|3543|X
20201215|ADX|300|600|X
20201215|ADXS|0|100|X
20201215|AEE|3000|3200|X
20201215|AEFC|100|100|X
20201215|AEG|38814|42700|X
20201215|AEHL|300|400|X
20201215|AEIS|555|799|X
20201215|AEL|900|2600|X
20201215|AEM|755|3453|X
20201215|AEO|9950|14152|X
20201215|AEP|1500|2400|X
20201215|AEPPZ|0|100|X
20201215|AER|1300|4300|X
20201215|AERI|0|200|X
20201215|AES|25896|52732|X
20201215|AESE|4816|4916|X
20201215|AEY|100|450|X
20201215|AEYE|100|100|X
20201215|AFB|100|100|X
20201215|AFG|791|891|X
20201215|AFI|100|100|X
20201215|AFIN|1067|1367|X
20201215|AFL|29857|30990|X
20201215|AFMD|1200|6200|X
20201215|AFT|0|238|X
20201215|AFYA|1068|1493|X
20201215|AG|5325|6325|X
20201215|AGC|900|900|X
20201215|AGCO|3000|5500|X
20201215|AGCUU|800|4457|X
20201215|AGE|400|400|X
20201215|AGEN|5400|8100|X
20201215|AGG|18935|26635|X
20201215|AGGY|2913|3113|X
20201215|AGI|6847|13224|X
20201215|AGIO|800|1500|X
20201215|AGLE|100|400|X
20201215|AGM|100|100|X
20201215|AGNC|42712|89289|X
20201215|AGNCN|100|100|X
20201215|AGNCP|200|200|X
20201215|AGO|100|1200|X
20201215|AGQ|200|400|X
20201215|AGR|300|700|X
20201215|AGRO|0|100|X
20201215|AGRX|2722|3022|X
20201215|AGS|100|400|X
20201215|AGTC|300|300|X
20201215|AGYS|100|300|X
20201215|AHCO|1844|8344|X
20201215|AHH|300|300|X
20201215|AHPI|350|350|X
20201215|AHT|11500|27400|X
20201215|AHT-F|100|100|X
20201215|AHT-G|300|300|X
20201215|AHT-I|300|300|X
20201215|AI|2631|5132|X
20201215|AIA|100|100|X
20201215|AIG|7626|17626|X
20201215|AIHS|1100|1700|X
20201215|AIKI|2000|2000|X
20201215|AIM|5700|5700|X
20201215|AIN|0|300|X
20201215|AINV|100|200|X
20201215|AIO|400|400|X
20201215|AIR|300|300|X
20201215|AIRC|700|4250|X
20201215|AIRG|500|500|X
20201215|AIRR|0|100|X
20201215|AIT|200|200|X
20201215|AIV|93326|122961|X
20201215|AIZ|368|968|X
