DATE|SYMBOL|SHORT VOLUME|TOTAL VOLUME|MARKET
20210212|A|1300|4327|X
20210212|AA|4400|8516|X
20210212|AAAU|10539|10539|X
20210212|AAC=|0|3200|X
20210212|AACG|500|1584|X
20210212|AACQ|7725|15570|X
20210212|AAIC|100|300|X
20210212|AAL|114259|165185|X
20210212|AAME|3191|3591|X
20210212|AAN|4594|4794|X
20210212|AAOI|100|1300|X
20210212|AAON|389|389|X
20210212|AAP|400|600|X
20210212|AAPL|504054|624168|X
20210212|AAU|12300|12400|X
20210212|AAWW|2000|8505|X
20210212|AAXJ|0|2200|X
20210212|AB|900|1800|X
20210212|ABB|7435|10835|X
20210212|ABBV|1231|1473|X
20210212|ABC|700|1100|X
20210212|ABCB|300|300|X
20210212|ABCL|1400|3000|X
20210212|ABEO|52561|92795|X
20210212|ABEV|332160|401510|X
20210212|ABG|100|100|X
20210212|ABIO|0|5523|X
20210212|ABM|200|200|X
20210212|ABMD|100|700|X
20210212|ABNB|1700|1800|X
20210212|ABR|600|600|X
20210212|ABST|2700|3900|X
20210212|ABT|1200|1400|X
20210212|ABUS|9162|19362|X
20210212|ACAC|1300|7778|X
20210212|ACAD|1900|2200|X
20210212|ACB|127502|184154|X
20210212|ACC|1111|1411|X
20210212|ACCD|1200|2353|X
20210212|ACCO|200|300|X
20210212|ACER|0|100|X
20210212|ACEV|5072|13145|X
20210212|ACEVW|0|1100|X
20210212|ACGL|13848|18845|X
20210212|ACHC|1600|2300|X
20210212|ACI|4300|5839|X
20210212|ACIA|0|300|X
20210212|ACIC|5500|6600|X
20210212|ACIC+|450|550|X
20210212|ACIC=|300|300|X
20210212|ACII=|0|100|X
20210212|ACIU|1100|1950|X
20210212|ACIW|1300|1800|X
20210212|ACKIU|0|100|X
20210212|ACKIW|600|600|X
20210212|ACLS|300|1032|X
20210212|ACM|4800|9385|X
20210212|ACMR|6862|8562|X
20210212|ACN|1004|1304|X
20210212|ACOR|100|100|X
20210212|ACP|100|100|X
20210212|ACRS|300|800|X
20210212|ACRX|18002|21030|X
20210212|ACST|11234|17908|X
20210212|ACTC|919|1819|X
20210212|ACTCW|100|100|X
20210212|ACTG|1800|3382|X
20210212|ACWI|28808|38108|X
20210212|ACWV|900|2478|X
20210212|ACWX|2284|16153|X
20210212|ADAG|100|100|X
20210212|ADAP|2100|2900|X
20210212|ADBE|600|800|X
20210212|ADC|100|400|X
20210212|ADEX=|100|900|X
20210212|ADI|1700|1800|X
20210212|ADIL|100|100|X
20210212|ADM|1500|3700|X
20210212|ADMA|7269|11889|X
20210212|ADMP|3024|4428|X
20210212|ADMS|847|1147|X
20210212|ADN|1554|2154|X
20210212|ADNT|600|1400|X
20210212|ADNWW|900|1100|X
20210212|ADOC|100|100|X
20210212|ADP|1500|2600|X
20210212|ADPT|800|800|X
20210212|ADS|1497|1697|X
20210212|ADSK|600|2200|X
20210212|ADT|4800|6700|X
20210212|ADTN|100|100|X
20210212|ADTX|2534|3584|X
20210212|ADUS|100|100|X
20210212|ADV|767|1867|X
20210212|ADVM|600|1000|X
20210212|ADX|300|400|X
20210212|ADXS|14771|15648|X
20210212|AEE|2700|3200|X
20210212|AEG|22300|22300|X
20210212|AEGN|800|800|X
20210212|AEHL|3100|4236|X
20210212|AEHR|438|438|X
20210212|AEI|2919|3819|X
20210212|AEIS|207|207|X
20210212|AEL|743|743|X
20210212|AEM|7900|11100|X
20210212|AEMD|200|700|X
20210212|AEO|8900|13581|X
20210212|AEP|700|700|X
20210212|AEPPL|0|900|X
20210212|AER|400|600|X
20210212|AERI|600|800|X
20210212|AES|40254|62888|X
20210212|AESE|4200|9600|X
20210212|AEY|600|600|X
20210212|AEYE|100|100|X
20210212|AEZS|12851|15594|X
20210212|AFBI|200|200|X
20210212|AFG|500|600|X
20210212|AFI|100|200|X
