DATE|SYMBOL|SHORT VOLUME|TOTAL VOLUME|MARKET
20210127|A|1800|5200|X
20210127|AA|23427|36927|X
20210127|AAAU|600|600|X
20210127|AACQ|7067|15518|X
20210127|AACQU|0|100|X
20210127|AACQW|300|300|X
20210127|AAIC|100|300|X
20210127|AAL|628995|1035563|X
20210127|AAN|600|800|X
20210127|AAOI|1521|7659|X
20210127|AAON|700|800|X
20210127|AAP|10400|14700|X
20210127|AAPL|1166200|1707205|X
20210127|AAT|700|821|X
20210127|AAU|0|1000|X
20210127|AAWW|500|800|X
20210127|AAXJ|21391|21904|X
20210127|AB|2000|3400|X
20210127|ABB|4650|13300|X
20210127|ABBV|11143|17311|X
20210127|ABC|1604|2104|X
20210127|ABCB|100|200|X
20210127|ABCL|3300|5800|X
20210127|ABCM|664|664|X
20210127|ABEO|15249|17374|X
20210127|ABEV|646839|784473|X
20210127|ABG|700|900|X
20210127|ABIO|0|400|X
20210127|ABM|700|700|X
20210127|ABMD|1300|2700|X
20210127|ABNB|21378|41585|X
20210127|ABR|687|1687|X
20210127|ABST|100|100|X
20210127|ABT|7188|12110|X
20210127|ABUS|10174|26952|X
20210127|ACA|400|500|X
20210127|ACAC|100|300|X
20210127|ACACW|300|300|X
20210127|ACAD|3878|9978|X
20210127|ACB|47653|100984|X
20210127|ACC|500|1100|X
20210127|ACCD|2086|5421|X
20210127|ACCO|0|500|X
20210127|ACEL|100|200|X
20210127|ACER|200|400|X
20210127|ACET|700|800|X
20210127|ACEV|2500|3862|X
20210127|ACEVW|0|500|X
20210127|ACGL|7400|13961|X
20210127|ACHC|500|1502|X
20210127|ACHV|900|1600|X
20210127|ACI|18400|34577|X
20210127|ACIA|3709|17491|X
20210127|ACIC|600|700|X
20210127|ACIU|400|800|X
20210127|ACIW|2700|4700|X
20210127|ACLS|2095|2495|X
20210127|ACM|3700|8535|X
20210127|ACMR|1300|1300|X
20210127|ACN|1251|2451|X
20210127|ACOR|1400|7600|X
20210127|ACRE|300|300|X
20210127|ACRS|2912|3412|X
20210127|ACRX|26280|56866|X
20210127|ACSG|200|200|X
20210127|ACST|5686|9186|X
20210127|ACTC|1400|7315|X
20210127|ACTCU|100|500|X
20210127|ACTCW|100|100|X
20210127|ACTG|700|700|X
20210127|ACWI|193906|221475|X
20210127|ACWV|1300|6400|X
20210127|ACWX|50823|73531|X
20210127|ACY|100|500|X
20210127|ADAP|2605|3905|X
20210127|ADBE|5800|9800|X
20210127|ADC|1200|4000|X
20210127|ADCT|3420|3620|X
20210127|ADERU|400|700|X
20210127|ADES|100|100|X
20210127|ADEX=|0|300|X
20210127|ADI|16547|21831|X
20210127|ADIL|420|520|X
20210127|ADM|14391|20205|X
20210127|ADMA|9884|20456|X
20210127|ADMP|9002|20053|X
20210127|ADMS|699|5498|X
20210127|ADNT|4400|7600|X
20210127|ADP|9283|12581|X
20210127|ADPT|2700|4512|X
20210127|ADRE|100|100|X
20210127|ADS|2500|5900|X
20210127|ADSK|4100|9042|X
20210127|ADT|63448|101362|X
20210127|ADTN|700|1700|X
20210127|ADTX|2400|4400|X
20210127|ADUS|600|700|X
20210127|ADV|1300|1400|X
20210127|ADVM|400|500|X
20210127|ADX|100|425|X
20210127|ADXS|500|5463|X
20210127|AEACU|0|2500|X
20210127|AEE|1300|3674|X
20210127|AEF|0|100|X
20210127|AEG|40594|43894|X
20210127|AEHL|0|200|X
20210127|AEHR|600|900|X
20210127|AEIS|669|969|X
20210127|AEL|1300|2200|X
20210127|AEM|4200|5800|X
20210127|AEMD|400|400|X
20210127|AEO|57859|72592|X
20210127|AEP|4500|6800|X
20210127|AER|2500|4400|X
20210127|AERI|1400|2500|X
20210127|AES|46407|141960|X
20210127|AESE|43636|70648|X
20210127|AEYE|0|200|X
20210127|AEZS|27119|27619|X
20210127|AFG|501|1401|X
20210127|AFI|0|100|X
20210127|AFIB|2300|3366|X
20210127|AFIN|520|620|X
20210127|AFL|16309|29902|X
20210127|AFMD|2500|5300|X
20210127|AFRM|3300|7484|X
20210127|AFYA|200|600|X
20210127|AG|23569|37619|X
20210127|AGC|200|1100|X
20210127|AGCB|600|2800|X
20210127|AGCO|2700|8180|X
20210127|AGCUU|100|100|X
20210127|AGE|100|300|X
20210127|AGEN|25923|30523|X
20210127|AGG|24638|26938|X
20210127|AGGY|500|500|X
20210127|AGI|7621|19824|X
20210127|AGIO|2400|4200|X
20210127|AGLE|200|900|X
20210127|AGNC|88281|136670|X
20210127|AGNCO|100|100|X
20210127|AGO|1400|1600|X
20210127|AGQ|0|300|X
20210127|AGR|4000|4800|X
20210127|AGRO|400|2200|X
20210127|AGRX|4500|5900|X
20210127|AGS|2788|4844|X
20210127|AGTC|0|100|X
20210127|AGX|100|300|X
20210127|AGYS|700|1246|X
20210127|AGZ|400|400|X
20210127|AHACU|100|100|X
20210127|AHC|5400|5700|X
20210127|AHCO|3529|11068|X
20210127|AHH|256|856|X
20210127|AHPI|100|3800|X
20210127|AHT|52052|65640|X
20210127|AHT-I|0|100|X
20210127|AI|9700|15800|X
20210127|AIA|300|9600|X
20210127|AIEQ|300|300|X
20210127|AIG|18200|28433|X
20210127|AIHS|2900|6368|X
20210127|AIKI|200|5093|X
20210127|AIM|33159|37328|X
20210127|AIMC|1554|1897|X
20210127|AIN|100|100|X
20210127|AIO|216|316|X
20210127|AIQ|0|2137|X
20210127|AIR|1600|3318|X
20210127|AIRC|400|2100|X
20210127|AIRG|200|400|X
20210127|AIRR|0|601|X
20210127|AIT|535|535|X
20210127|AIV|48691|50201|X
20210127|AIZ|1089|1389|X
20210127|AJAX|400|700|X
20210127|AJAX=|100|300|X
20210127|AJG|5100|7200|X
20210127|AJRD|1200|1300|X
20210127|AKAM|9100|10852|X
20210127|AKBA|29000|40852|X
20210127|AKER|900|1200|X
20210127|AKICU|0|500|X
20210127|AKR|100|871|X
20210127|AKRO|759|1159|X
20210127|AKTS|1300|2500|X
20210127|AKTX|400|600|X
20210127|AKUS|1500|1900|X
20210127|AL|500|1900|X
20210127|ALAC|0|600|X
20210127|ALB|7485|16228|X
20210127|ALBO|1819|1819|X
20210127|ALC|1420|1773|X
20210127|ALCO|0|100|X
20210127|ALDX|1626|3026|X
20210127|ALE|500|1200|X
20210127|ALEC|500|600|X
20210127|ALEX|100|100|X
20210127|ALG|900|900|X
20210127|ALGM|306|5068|X
20210127|ALGN|2000|3900|X
20210127|ALGS|200|200|X
20210127|ALGT|100|200|X
20210127|ALIM|100|100|X
20210127|ALK|4600|7700|X
20210127|ALKS|3300|5800|X
20210127|ALL|5419|7719|X
20210127|ALLE|1789|2689|X
20210127|ALLK|1000|1100|X
20210127|ALLO|4194|4894|X
20210127|ALLT|1400|2000|X
20210127|ALLY|5700|23789|X
20210127|ALLY-A|900|900|X
20210127|ALNA|7275|14375|X
20210127|ALNY|7900|9152|X
20210127|ALRM|901|1201|X
20210127|ALRN|10204|17204|X
20210127|ALRS|100|100|X
20210127|ALSK|1098|1298|X
20210127|ALSN|900|3300|X
20210127|ALT|2474|16179|X
20210127|ALTR|900|2600|X
20210127|ALTUU|1000|1000|X
20210127|ALUS+|0|300|X
20210127|ALV|400|800|X
20210127|ALVR|600|600|X
20210127|ALXN|4494|10873|X
20210127|ALXO|200|700|X
20210127|AM|11598|24290|X
20210127|AMAT|9506|34486|X
20210127|AMBA|4800|17245|X
20210127|AMBC|1700|2919|X
20210127|AMBO|0|700|X
20210127|AMC|3543302|4715721|X
20210127|AMCI|4666|7626|X
20210127|AMCIW|0|200|X
20210127|AMCR|53114|70157|X
20210127|AMCX|16433|60104|X
20210127|AMD|344496|602721|X
20210127|AME|4650|6050|X
20210127|AMED|700|1939|X
20210127|AMG|1593|1993|X
20210127|AMGN|8700|11040|X
20210127|AMH|7900|13500|X
20210127|AMJ|5000|6600|X
20210127|AMK|400|500|X
20210127|AMKR|4719|12662|X
20210127|AMLP|25679|53760|X
